cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
8,violet-phascogale,9ae522cc,23.66,32.0,98.0,85.5,83.33,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,7.0,33.33,45.07,-11.74,99.0,1.0
8,violet-phascogale,cbcff678,22.01,30.0,98.0,85.5,75.0,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,6.0,31.0,42.25,-11.25,100.0,0.0
8,wacky-kudu,396fad2d,19.04,29.0,77.57,87.43,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,8.0,28.0,42.65,-14.65,94.0,-6.0
8,wacky-kudu,75dbe257,28.34,7.0,77.57,87.43,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,41.67,10.29,31.38,90.0,-10.0
8,wacky-kudu,b6aa9c94,20.62,32.0,77.57,87.43,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,10.0,30.33,47.06,-16.73,99.5,-0.5
9,whole-potoroo,dcf14075,6.33,5.0,85.4,87.1,92.59,79.63,87.04,81.48,83.33,98.15,1.0,27.5,21.74,5.76,85.0,-15.0
9,whole-potoroo,cbcff678,16.68,18.0,85.4,87.1,50.0,83.33,100.0,83.33,83.33,50.0,7.0,72.5,78.26,-5.76,85.0,-15.0
5,wicked-chimpanzee,f7ba1065,30.16,30.0,88.88,88.38,83.33,100.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,34.67,34.48,0.19,97.5,-2.5
5,wicked-chimpanzee,89ffaeb3,27.84,30.0,88.88,88.38,91.67,100.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,32.0,34.48,-2.48,95.5,4.5
5,wicked-chimpanzee,070b3063,29.0,27.0,88.88,88.38,79.17,75.0,70.83,MISSING DATA,MISSING DATA,MISSING DATA,,33.33,31.03,2.3,99.0,1.0
3,wiggly-jacana,75dbe257,52.33,16.0,85.41,83.18,93.33,96.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,55.67,17.02,38.65,93.5,6.5
3,wiggly-jacana,936e3168,24.13,40.0,85.41,83.18,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,25.67,42.55,-16.88,90.5,9.5
3,wiggly-jacana,cbcff678,17.55,38.0,85.41,83.18,75.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,18.67,40.43,-21.76,90.0,-10.0
4,witty-trumpeter,29f423c4,23.22,38.0,97.86,92.71,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,44.19,-17.19,92.5,7.5
4,witty-trumpeter,75dbe257,39.56,16.0,97.86,92.71,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,46.0,18.6,27.4,94.0,6.0
4,witty-trumpeter,4d87f1c5,23.22,32.0,97.86,92.71,75.0,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,37.21,-10.21,98.5,-1.5
