cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
1,depraved-malleefowl,dcf14075,37.5,10.0,92.89,86.84,97.62,95.24,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,41.67,11.11,30.56,72.5,27.5
1,depraved-malleefowl,9ae522cc,24.9,40.0,92.89,86.84,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.67,44.44,-16.77,96.5,3.5
18,despicable-groundhog,75dbe257,7.68,4.0,78.0,87.0,MISSING DATA,MISSING DATA,MISSING DATA,88.89,90.28,91.67,4.0,16.0,8.33,7.67,94.0,6.0,7,7
18,despicable-groundhog,294457fb,17.76,22.0,78.0,87.0,MISSING DATA,MISSING DATA,MISSING DATA,75.0,83.33,91.67,6.0,37.0,45.83,-8.83,89.5,-10.5,6,6
18,despicable-groundhog,4d87f1c5,22.56,22.0,78.0,87.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,83.33,7.0,47.0,45.83,1.17,91.0,-9.0,7,7
5,different-boubou,45a99283,9.34,40.0,99.17,96.33,83.33,100.0,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,11.67,50.0,-38.33,95.0,5.0
5,different-boubou,dcf14075,65.34,20.0,99.17,96.33,100.0,87.5,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,81.67,25.0,56.67,95.0,5.0
5,different-boubou,29f423c4,5.34,20.0,99.17,96.33,66.67,58.33,50.0,MISSING DATA,MISSING DATA,MISSING DATA,,6.67,25.0,-18.33,97.5,-2.5
15,different-racer,5178cbf5,31.0,30.0,100.0,99.53,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,66.67,6.0,50.0,48.39,1.61,100.0,0.0
15,different-racer,94b1cd36,31.0,32.0,100.0,99.53,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,2.0,50.0,51.61,-1.61,100.0,0.0
1,disgusted-oribi,89ffaeb3,25.5,40.0,82.11,83.95,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.33,44.44,-16.11,87.5,-12.5
1,disgusted-oribi,dcf14075,37.5,10.0,82.11,83.95,97.62,95.24,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,41.67,11.11,30.56,72.5,27.5
1,disgusted-oribi,85eb0e18,27.0,40.0,82.11,83.95,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,44.44,-14.44,85.0,15.0
14,disposed-baboon,198449da,29.92,31.0,100.0,99.6,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,47.5,49.21,-1.71,95.0,-5.0
14,disposed-baboon,53bcb2df,33.08,32.0,100.0,99.6,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,52.5,50.79,1.71,95.0,-5.0
11,distraught-sambar,164d773b,32.15,35.0,100.0,95.19,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,66.67,9.0,30.33,33.02,-2.69,96.5,-3.5
11,distraught-sambar,50b78c66,35.33,38.0,100.0,95.19,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,75.0,8.0,33.33,35.85,-2.52,96.0,4.0
11,distraught-sambar,4a6f36f6,38.51,33.0,100.0,95.19,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,7.0,36.33,31.13,5.2,98.0,-2.0
15,divergent-mockingbird,9b34a8d3,35.18,35.0,97.73,98.18,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,7.0,52.5,52.24,0.26,95.0,5.0
15,divergent-mockingbird,85eb0e18,31.83,32.0,97.73,98.18,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,47.5,47.76,-0.26,95.0,5.0
15,domineering-gazelle,e76412aa,27.62,34.0,99.71,97.59,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,66.67,9.0,28.33,34.87,-6.54,87.5,-12.5
15,domineering-gazelle,164d773b,34.13,31.0,99.71,97.59,MISSING DATA,MISSING DATA,MISSING DATA,75.0,66.67,66.67,9.0,35.0,31.79,3.21,98.5,-1.5
15,domineering-gazelle,5c217ba1,35.75,32.5,99.71,97.59,MISSING DATA,MISSING DATA,MISSING DATA,75.0,75.0,91.67,7.0,36.67,33.33,3.34,96.0,-4.0
4,domineering-gulls,396fad2d,20.16,33.0,83.25,85.5,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.0,45.83,-17.83,98.5,-1.5
4,domineering-gulls,85eb0e18,19.2,32.0,83.25,85.5,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,26.67,44.44,-17.77,97.5,-2.5
4,domineering-gulls,070b3063,32.64,7.0,83.25,85.5,100.0,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,45.33,9.72,35.61,99.0,1.0
9,dull-mongoose,9ae522cc,23.38,24.0,94.14,95.57,83.33,91.67,91.67,91.67,83.33,75.0,6.0,38.33,39.34,-1.01,92.0,-8.0
9,dull-mongoose,dcf14075,15.45,5.0,94.14,95.57,92.59,79.63,87.04,81.48,83.33,98.15,1.0,25.33,8.2,17.13,77.0,-23.0
9,dull-mongoose,4a6f36f6,22.16,32.0,94.14,95.57,75.0,91.67,83.33,91.67,83.33,83.33,7.0,36.33,52.46,-16.13,95.0,-5.0
7,earsplitting-glider,75dbe257,27.86,8.0,74.0,81.0,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,45.67,13.11,32.56,87.0,-13.0
7,earsplitting-glider,f7ba1065,14.03,23.0,74.0,81.0,41.67,50.0,41.67,MISSING DATA,MISSING DATA,MISSING DATA,,23.0,37.7,-14.7,98.5,1.5
7,earsplitting-glider,90945a45,19.11,30.0,74.0,81.0,83.33,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,31.33,49.18,-17.85,90.5,-9.5
4,earsplitting-waterbuck,936e3168,21.47,35.0,90.71,89.29,75.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,30.67,50.0,-19.33,95.0,5.0
4,earsplitting-waterbuck,dcf14075,28.47,5.0,90.71,89.29,94.44,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,40.67,7.14,33.53,86.0,14.0
4,earsplitting-waterbuck,9ae522cc,20.07,30.0,90.71,89.29,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.67,42.86,-14.19,99.0,-1.0
1,efficacious-grenadier,a4b6116a,28.35,40.0,89.28,90.0,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.5,44.44,-12.94,MISSING DATA,MISSING DATA
1,efficacious-grenadier,dcf14075,33.3,10.0,89.28,90.0,97.62,95.24,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,37.0,11.11,25.89,94.0,6.0
1,efficacious-grenadier,b6aa9c94,28.35,40.0,89.28,90.0,50.0,50.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.5,44.44,-12.94,97.0,3.0
20,efficacious-wolf,9b34a8d3,20.24,20.0,98.93,98.57,MISSING DATA,MISSING DATA,MISSING DATA,33.33,16.67,50.0,6.0,46.0,45.45,0.55,98.5,-1.5,2,2
20,efficacious-wolf,dcf14075,0.15,0.0,98.93,98.57,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,1.0,0.33,0.0,0.33,99.5,-0.5,MISSING DATA,MISSING DATA
20,efficacious-wolf,5c217ba1,23.61,24.0,98.93,98.57,MISSING DATA,MISSING DATA,MISSING DATA,33.33,50.0,100.0,6.0,53.67,54.55,-0.88,96.5,3.5,2,2
6,elastic-hedgehog,cbcff678,24.99,30.0,98.75,95.83,66.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,24.5,29.41,-4.91,98.0,-2.0
6,elastic-hedgehog,75dbe257,29.33,12.0,98.75,95.83,100.0,98.15,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,28.75,11.76,16.99,90.33,9.67
6,elastic-hedgehog,9ae522cc,25.76,30.0,98.75,95.83,66.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,25.25,29.41,-4.16,99.0,1.0
6,elastic-hedgehog,90945a45,21.93,30.0,98.75,95.83,44.44,61.11,66.67,MISSING DATA,MISSING DATA,MISSING DATA,,21.5,29.41,-7.91,98.0,2.0
15,embarrassed-jaguarundi,9ae522cc,32.0,32.0,92.55,92.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0
15,embarrassed-jaguarundi,29f423c4,32.0,32.0,92.55,92.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0
12,enchanted-gerenuk,45664623,33.13,34.0,99.64,96.95,MISSING DATA,MISSING DATA,MISSING DATA,88.89,77.78,83.33,7.0,26.5,27.2,-0.7,99.33,-0.67
12,enchanted-gerenuk,f2d70fa5,35.63,30.0,99.64,96.95,MISSING DATA,MISSING DATA,MISSING DATA,88.89,88.89,88.89,4.0,28.5,24.0,4.5,95.33,-4.67
12,enchanted-gerenuk,53bcb2df,29.69,32.0,99.64,96.95,MISSING DATA,MISSING DATA,MISSING DATA,83.33,94.44,77.78,7.0,23.75,25.6,-1.85,95.0,-5.0
12,enchanted-gerenuk,eb678107,26.56,29.0,99.64,96.95,MISSING DATA,MISSING DATA,MISSING DATA,88.89,83.33,72.22,7.0,21.25,23.2,-1.95,96.33,3.67
15,energetic-gulls,eb678107,30.0,35.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,83.33,100.0,83.33,4.0,50.0,58.33,-8.33,100.0,0.0
15,energetic-gulls,0af92c55,30.0,25.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,6.0,50.0,41.67,8.33,100.0,0.0
5,enthusiastic-hawk,adda47cf,18.98,25.0,88.6,87.0,58.33,75.0,25.0,MISSING DATA,MISSING DATA,MISSING DATA,,22.33,29.41,-7.08,99.0,1.0
5,enthusiastic-hawk,4a6f36f6,30.03,33.0,88.6,87.0,83.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,35.33,38.82,-3.49,96.0,4.0
5,enthusiastic-hawk,070b3063,35.98,27.0,88.6,87.0,79.17,75.0,70.83,MISSING DATA,MISSING DATA,MISSING DATA,,42.33,31.76,10.57,89.0,-11.0
19,equable-blesbok,45664623,24.6,34.0,91.0,97.78,MISSING DATA,MISSING DATA,MISSING DATA,83.33,91.67,66.67,7.0,39.67,54.84,-15.17,99.5,0.5,6,6
19,equable-blesbok,94b1cd36,26.24,23.0,91.0,97.78,MISSING DATA,MISSING DATA,MISSING DATA,83.33,91.67,75.0,7.5,42.33,37.1,5.23,97.5,2.5,7,7
19,equable-blesbok,dcf14075,11.16,5.0,91.0,97.78,MISSING DATA,MISSING DATA,MISSING DATA,93.06,94.44,100.0,6.0,18.0,8.06,9.94,97.0,3.0,7,7
15,evasive-chickadee,713b4462,33.5,35.0,100.0,99.59,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,50.0,52.24,-2.24,98.0,-2.0
15,evasive-chickadee,53bcb2df,33.5,32.0,100.0,99.59,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,50.0,47.76,2.24,98.0,-2.0
18,even-grenadier,53bcb2df,31.62,32.0,86.75,88.75,MISSING DATA,MISSING DATA,MISSING DATA,66.67,66.67,83.33,8.0,57.5,58.18,-0.68,95.0,-5.0
18,even-grenadier,eb678107,23.38,23.0,86.75,88.75,MISSING DATA,MISSING DATA,MISSING DATA,66.67,83.33,83.33,7.0,42.5,41.82,0.68,95.0,-5.0
16,evil-vicuna,8e44efb9,40.25,35.0,100.0,99.53,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,57.5,50.0,7.5,95.0,5.0
16,evil-vicuna,eb678107,29.75,35.0,100.0,99.53,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,42.5,50.0,-7.5,95.0,5.0
13,excited-stork,85eb0e18,35.41,30.0,78.73,87.27,MISSING DATA,MISSING DATA,MISSING DATA,91.67,83.33,83.33,7.0,37.67,31.91,5.76,98.0,2.0
13,excited-stork,90945a45,38.23,33.0,78.73,87.27,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,7.0,40.67,35.11,5.56,98.0,2.0
13,excited-stork,713b4462,20.37,31.0,78.73,87.27,MISSING DATA,MISSING DATA,MISSING DATA,75.0,83.33,91.67,8.0,21.67,32.98,-11.31,90.5,9.5
17,exotic-tinamou,90945a45,25.5,36.0,98.0,94.67,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,91.67,7.0,56.67,80.0,-23.33,90.0,-10.0
17,exotic-tinamou,29f423c4,14.25,6.0,98.0,94.67,MISSING DATA,MISSING DATA,MISSING DATA,83.33,91.67,91.67,4.0,31.67,13.33,18.34,90.0,-10.0
17,exotic-tinamou,75dbe257,5.25,3.0,98.0,94.67,MISSING DATA,MISSING DATA,MISSING DATA,90.74,94.44,98.15,3.0,11.67,6.67,5.0,87.5,12.5
12,extensive-dog,110df682,29.12,40.0,98.0,94.87,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,66.67,10.0,26.0,35.71,-9.71,94.0,6.0
12,extensive-dog,b6aa9c94,39.57,40.0,98.0,94.87,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,91.67,5.0,35.33,35.71,-0.38,97.5,2.5
12,extensive-dog,9b34a8d3,43.31,32.0,98.0,94.87,MISSING DATA,MISSING DATA,MISSING DATA,91.67,83.33,100.0,8.0,38.67,28.57,10.1,95.0,5.0
12,extensive-gazer,4d87f1c5,29.75,30.0,93.12,96.47,MISSING DATA,MISSING DATA,MISSING DATA,61.11,55.56,61.11,6.0,25.0,25.21,-0.21,94.67,5.33
12,extensive-gazer,adda47cf,36.0,28.0,93.12,96.47,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,88.89,7.0,30.25,23.53,6.72,97.0,-3.0
12,extensive-gazer,cbcff678,34.21,31.0,93.12,96.47,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,28.75,26.05,2.7,98.33,1.67
12,extensive-gazer,085c56bc,19.04,30.0,93.12,96.47,MISSING DATA,MISSING DATA,MISSING DATA,88.89,94.44,55.56,8.5,16.0,25.21,-9.21,93.33,6.67
20,faded-hyrax,45550069,21.5,20.0,100.0,99.5,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,46.51,3.49,100.0,0.0,6,6
20,faded-hyrax,eed94af6,21.5,23.0,100.0,99.5,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,53.49,-3.49,100.0,0.0,6,6
13,fanatical-woodpecker,66930ba2,23.7,33.0,98.93,95.64,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,77.78,9.0,19.75,27.5,-7.75,95.0,-5.0
13,fanatical-woodpecker,3760fbe8,60.6,25.0,98.93,95.64,MISSING DATA,MISSING DATA,MISSING DATA,83.33,88.89,94.44,1.0,50.5,20.83,29.67,99.33,-0.67
13,fanatical-woodpecker,eb678107,16.8,30.0,98.93,95.64,MISSING DATA,MISSING DATA,MISSING DATA,77.78,83.33,66.67,7.0,14.0,25.0,-11.0,94.67,5.33
13,fanatical-woodpecker,085c56bc,18.9,32.0,98.93,95.64,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,66.67,8.0,15.75,26.67,-10.92,95.67,4.33
19,festive-malleefowl,085c56bc,24.75,25.0,100.0,99.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,83.33,8.0,45.0,45.45,-0.45,100.0,0.0,7,7
19,festive-malleefowl,8e44efb9,30.25,30.0,100.0,99.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,55.0,54.55,0.45,100.0,0.0,7,7
6,first-paradoxure,396fad2d,22.8,32.0,96.82,87.55,83.33,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,31.67,44.44,-12.77,94.5,-5.5
6,first-paradoxure,4a6f36f6,21.84,33.0,96.82,87.55,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.33,45.83,-15.5,89.0,-11.0
6,first-paradoxure,dcf14075,27.36,7.0,96.82,87.55,97.62,90.48,92.86,MISSING DATA,MISSING DATA,MISSING DATA,,38.0,9.72,28.28,73.0,-27.0
12,five-lapwing,4a6f36f6,30.24,32.0,99.35,98.19,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,66.67,7.0,42.0,44.44,-2.44,91.0,-9.0
12,five-lapwing,50b78c66,19.2,25.0,99.35,98.19,MISSING DATA,MISSING DATA,MISSING DATA,66.67,58.33,50.0,7.0,26.67,34.72,-8.05,90.0,-10.0
12,five-lapwing,45a99283,22.56,15.0,99.35,98.19,MISSING DATA,MISSING DATA,MISSING DATA,25.0,33.33,100.0,5.0,31.33,20.83,10.5,68.0,-32.0
14,flashy-sandgrouse,ea4646be,32.5,35.0,98.57,99.14,MISSING DATA,MISSING DATA,MISSING DATA,50.0,50.0,50.0,6.0,50.0,53.85,-3.85,100.0,0.0
14,flashy-sandgrouse,af162939,32.5,30.0,98.57,99.14,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,6.0,50.0,46.15,3.85,100.0,0.0
14,flowery-ostrich,4d87f1c5,21.53,20.0,96.82,95.27,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,7.0,30.33,28.17,2.16,96.5,-3.5
14,flowery-ostrich,cbcff678,24.37,25.0,96.82,95.27,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,34.33,35.21,-0.88,98.0,-2.0
14,flowery-ostrich,94b1cd36,25.08,26.0,96.82,95.27,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,35.33,36.62,-1.29,99.5,-0.5
16,flowery-robin,396fad2d,25.68,27.0,91.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,83.33,8.0,38.33,40.3,-1.97,97.5,2.5
16,flowery-robin,dcf14075,11.61,3.0,91.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,93.33,97.22,97.22,3.0,17.33,4.48,12.85,96.5,-3.5
16,flowery-robin,9b34a8d3,29.7,37.0,91.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,91.67,7.0,44.33,55.22,-10.89,99.0,1.0
20,foregoing-kinkajou,713b4462,21.76,19.0,91.0,97.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,64.0,55.88,8.12,98.0,2.0,6,6
20,foregoing-kinkajou,5178cbf5,12.24,15.0,91.0,97.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,8.0,36.0,44.12,-8.12,98.0,2.0,6,6
5,forgetful-tamandua,4d87f1c5,18.17,34.0,89.17,81.33,50.0,50.0,58.33,MISSING DATA,MISSING DATA,MISSING DATA,,26.33,49.28,-22.95,96.0,4.0
5,forgetful-tamandua,90945a45,27.83,30.0,89.17,81.33,66.67,66.67,50.0,MISSING DATA,MISSING DATA,MISSING DATA,,40.33,43.48,-3.15,89.0,-11.0
5,forgetful-tamandua,dcf14075,23.0,5.0,89.17,81.33,100.0,87.5,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,33.33,7.25,26.08,87.5,-12.5
17,fortunate-racer,5178cbf5,30.0,35.0,75.63,91.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,66.67,8.0,50.0,58.33,-8.33,100.0,0.0
17,fortunate-racer,e76412aa,30.0,25.0,75.63,91.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,8.0,50.0,41.67,8.33,100.0,0.0
12,frantic-phascogale,66930ba2,31.97,32.0,98.86,95.09,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,100.0,6.8,46.67,46.72,-0.05,98.0,2.0
12,frantic-phascogale,85eb0e18,10.28,6.0,98.86,95.09,MISSING DATA,MISSING DATA,MISSING DATA,97.92,97.92,91.67,6.0,15.0,8.76,6.24,80.5,19.5
12,frantic-phascogale,717e2737,26.26,30.5,98.86,95.09,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,38.33,44.53,-6.2,98.0,-2.0
13,freezing-ringtail,9b34a8d3,32.01,35.0,99.06,95.78,MISSING DATA,MISSING DATA,MISSING DATA,88.89,100.0,94.44,7.0,24.25,26.52,-2.27,98.33,-1.67
13,freezing-ringtail,45550069,29.37,37.0,99.06,95.78,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,100.0,7.0,22.25,28.03,-5.78,96.33,3.67
13,freezing-ringtail,29f423c4,44.55,30.0,99.06,95.78,MISSING DATA,MISSING DATA,MISSING DATA,91.67,86.11,91.67,1.0,33.75,22.73,11.02,98.33,1.67
13,freezing-ringtail,eed94af6,26.07,30.0,99.06,95.78,MISSING DATA,MISSING DATA,MISSING DATA,100.0,94.44,88.89,8.0,19.75,22.73,-2.98,99.67,0.33
11,freezing-sunbird,ea4646be,13.4,28.0,99.06,96.5,MISSING DATA,MISSING DATA,MISSING DATA,87.5,91.67,54.17,7.0,11.2,23.41,-12.21,90.25,9.75
11,freezing-sunbird,4d838f6e,22.96,26.0,99.06,96.5,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,95.83,7.0,19.2,21.74,-2.54,99.0,1.0
11,freezing-sunbird,45a99283,31.81,20.0,99.06,96.5,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,6.0,26.6,16.72,9.88,95.75,4.25
11,freezing-sunbird,94b1cd36,24.88,20.0,99.06,96.5,MISSING DATA,MISSING DATA,MISSING DATA,91.67,95.83,100.0,7.0,20.8,16.72,4.08,97.75,-2.25
11,freezing-sunbird,66930ba2,26.55,25.6,99.06,96.5,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,22.2,21.4,0.8,98.5,-1.5
19,friendly-tenrec,9ae522cc,26.66,28.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,7.0,43.0,45.16,-2.16,95.5,-4.5,7,7
19,friendly-tenrec,490387f1,21.7,30.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,91.67,6.0,35.0,48.39,-13.39,100.0,0.0,6,6
19,friendly-tenrec,75dbe257,13.64,4.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,92.59,94.44,96.3,4.0,22.0,6.45,15.55,97.0,-3.0,7,7
18,garrulous-gonolek,45550069,29.7,29.0,77.14,81.43,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,55.0,53.7,1.3,90.0,-10.0
18,garrulous-gonolek,cbcff678,24.3,25.0,77.14,81.43,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,45.0,46.3,-1.3,90.0,-10.0
2,giant-viper,9ae522cc,37.67,40.0,68.22,79.44,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,37.67,40.0,-2.33,96.0,-4.0
2,giant-viper,45664623,37.33,40.0,68.22,79.44,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,37.33,40.0,-2.67,93.0,7.0
2,giant-viper,070b3063,25.0,20.0,68.22,79.44,41.67,37.5,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,25.0,20.0,5.0,92.5,7.5
18,giddy-mantis,085c56bc,35.89,35.0,94.29,97.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,48.5,47.3,1.2,97.0,3.0,7,7
18,giddy-mantis,110df682,38.11,39.0,94.29,97.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,51.5,52.7,-1.2,97.0,3.0,7,7
6,glorious-potoroo,dcf14075,13.8,9.0,97.75,95.5,97.62,90.48,92.86,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,19.57,10.43,90.0,-10.0
6,glorious-potoroo,936e3168,32.2,37.0,97.75,95.5,66.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,70.0,80.43,-10.43,90.0,-10.0
18,good-fowl,936e3168,31.05,22.0,82.5,91.25,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,57.5,40.74,16.76,95.0,5.0,5,5
18,good-fowl,eed94af6,22.95,32.0,82.5,91.25,MISSING DATA,MISSING DATA,MISSING DATA,66.67,83.33,50.0,8.0,42.5,59.26,-16.76,95.0,5.0,7,7
11,gorgeous-crab,b7faca92,21.46,22.0,99.06,98.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,100.0,7.0,52.33,53.66,-1.33,96.5,-3.5
11,gorgeous-crab,936e3168,9.98,10.0,99.06,98.0,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,91.67,6.0,24.33,24.39,-0.06,86.0,-14.0
11,gorgeous-crab,b6aa9c94,9.57,9.0,99.06,98.0,MISSING DATA,MISSING DATA,MISSING DATA,79.17,79.17,75.0,5.0,23.33,21.95,1.38,90.0,10.0
19,graceful-lemur,717e2737,20.67,29.0,97.75,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,94.44,72.22,7.0,26.5,37.18,-10.68,95.33,4.67,7,7
19,graceful-lemur,4d87f1c5,20.87,15.0,97.75,100.0,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,83.33,7.0,26.75,19.23,7.52,89.0,11.0,7,7
19,graceful-lemur,4a6f36f6,27.69,29.0,97.75,100.0,MISSING DATA,MISSING DATA,MISSING DATA,94.44,100.0,94.44,7.0,35.5,37.18,-1.68,92.67,7.33,7,7
19,graceful-lemur,75dbe257,8.78,5.0,97.75,100.0,MISSING DATA,MISSING DATA,MISSING DATA,92.59,94.44,96.3,3.0,11.25,6.41,4.84,98.33,-1.67,7,7
18,guttural-moose,717e2737,10.5,18.0,84.0,93.4,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,50.0,10.0,21.0,36.0,-15.0,97.0,3.0,7,7
18,guttural-moose,75dbe257,12.34,4.0,84.0,93.4,MISSING DATA,MISSING DATA,MISSING DATA,88.89,90.28,91.67,4.0,24.67,8.0,16.67,92.0,8.0,7,7
18,guttural-moose,9ae522cc,27.17,28.0,84.0,93.4,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,54.33,56.0,-1.67,90.5,-9.5,7,7
19,handsome-ostrich,90945a45,20.8,26.0,90.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,66.67,83.33,75.0,7.0,40.0,50.0,-10.0,92.5,7.5,7,7
19,handsome-ostrich,c9a274b3,27.73,23.0,90.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,75.0,83.33,75.0,6.0,53.33,44.23,9.1,90.0,10.0,6,6
19,handsome-ostrich,dcf14075,3.47,3.0,90.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,93.06,94.44,100.0,2.0,6.67,5.77,0.9,95.0,5.0,7,7
12,heavenly-osprey,af162939,19.8,32.0,99.69,95.63,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,41.67,10.0,20.0,32.32,-12.32,100.0,0.0
